00:00:00.000152 main     VirtualBox XPCOM Server 7.2.0 r170228 linux.amd64 (Aug 14 2025 19:02:36) release log
00:00:04.885609 DCon09   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:00:04.907592 DCon09   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:00:04.958164 DCon05   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
00:00:04.985850 DCon02   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:00:05.078692 DCon02   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:00:05.079338 DCon05   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:00:05.079992 DCon05   HostDnsMonitorProxy::GetDomainName: .
00:00:05.080050 DCon05   HostDnsMonitorProxy::GetNameServers:
00:00:05.080053 DCon05     name server 1: 127.0.0.53
00:00:05.080111 DCon05   HostDnsMonitorProxy::GetSearchStrings:
00:00:05.080113 DCon05     search string 1: .
00:00:05.088650 DCon05   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:00:05.107392 DCon06   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:05.287338 DCon06   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:05.288821 DCon05   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:00:05.301839 DCon06   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:00:05.302304 DCon05   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:00:05.309848 DCon07   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:26.150282 DCon06   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:00:26.162283 DCon06   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:00:31.013011 DCon03   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:31.264433 DCon07   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:31.276212 DCon07   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:00:34.268937 DCon11   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:00:34.290491 DCon11   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:00:34.302726 DCon13   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:34.582527 DCon13   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:00:34.596197 DCon13   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:00:34.605895 DCon08   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:35.066268 DCon08   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:35.079957 DCon08   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:00:37.506683 DCon05   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:00:37.526803 DCon05   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:00:37.536003 DCon03   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:38.165607 DCon08   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:00:38.179287 DCon08   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:00:38.188548 DCon05   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:39.481854 DCon13   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:00:39.501676 DCon13   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:00:39.501747 DCon14   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:39.503545 DCon14   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:00:39.512670 DCon03   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:40.577393 DCon07   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:00:40.598731 DCon07   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:00:40.608210 DCon15   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:02:05.381005 DCon01   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:02:05.384199 DCon01   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:02:05.393849 DCon17   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:02:25.248399 DCon18   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:02:25.250646 DCon18   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:02:25.261409 DCon23   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:05:08.179729 DCon29   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:05:08.181626 DCon29   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:05:08.191089 DCon28   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:05:12.698498 DCon28   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:05:12.700426 DCon28   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:05:12.709712 DCon26   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:07:42.862201 DCon29   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:07:42.874274 DCon29   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:07:42.883672 DCon39   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:07:48.294911 DCon38   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:07:48.307102 DCon38   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:07:48.316633 DCon30   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:10:42.706409 DCon43   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:10:42.708606 DCon43   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:20:41.182002 DCon36   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:20:41.198074 DCon36   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:20:41.207955 DCon26   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:23:15.213661 DCon49   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:23:15.237088 DCon49   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:23:15.246408 DCon48   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:24:28.380865 DCon26   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:24:28.394935 DCon26   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:24:29.680552 DCon43   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:24:29.688728 DCon43   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:24:39.097196 DCon36   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:24:39.110933 DCon36   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:24:39.120513 DCon49   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:24:40.781529 DCon56   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:24:40.795326 DCon56   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:24:40.804529 DCon55   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:25:05.550764 DCon58   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:25:05.552977 DCon58   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:25:06.514918 DCon54   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:25:06.517489 DCon54   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:27:13.951538 DCon55   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:13.965521 DCon55   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:27:13.978640 DCon58   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:27:14.259568 DCon58   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:27:14.273393 DCon58   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:27:21.131517 DCon58   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:27:21.142189 DCon54   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:21.160972 DCon54   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:27:21.173440 DCon61   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:27:21.481195 DCon26   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:21.495125 DCon26   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:27:21.504147 DCon61   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:27:26.481847 DCon61   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:26.495713 DCon61   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:27:26.505318 DCon55   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:27:27.558100 DCon54   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:27:27.803893 DCon49   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:27.817842 DCon49   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:27:36.920419 DCon49   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:27:38.409974 DCon49   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:38.423871 DCon49   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:27:47.341771 DCon54   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:47.343698 DCon54   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:27:57.745887 DCon58   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:27:57.752677 DCon49   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:57.764943 DCon49   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:27:58.081866 DCon49   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:27:58.083966 DCon49   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:28:16.388219 DCon64   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:28:16.390550 DCon64   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:28:16.701965 DCon63   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:28:16.704118 DCon63   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:28:49.761565 DCon66   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:28:49.763825 DCon66   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:29:32.198810 DCon71   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:29:32.447189 DCon71   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:29:32.447820 DCon64   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:29:32.462876 DCon71   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:29:32.463492 DCon64   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:29:32.472838 DCon73   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:30:06.601101 DCon67   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:30:06.614430 DCon63   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:30:06.637928 DCon63   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:30:06.649413 DCon68   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:30:06.901245 DCon72   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:30:06.915260 DCon72   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:30:06.960297 DCon68   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:30:06.962307 DCon68   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
00:30:06.972521 DCon76   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:30:17.710335 DCon77   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={925084b0-625f-422f-a67d-0ede1880a56c} aComponent={SystemPropertiesWrap} aText={Cannot determine default Guest Additions ISO location. Most likely they are not available}, preserve=false aResultDetail=0
00:30:36.568678 DCon80   Saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:30:36.569179 DCon85   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:30:36.570583 DCon80   Finished saving settings file "/home/isaiah/.config/VirtualBox/VirtualBox.xml"
00:30:36.570720 DCon85   Saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox" with version "1.19-linux"
00:30:36.572635 DCon85   Finished saving settings file "/home/isaiah/VirtualBox VMs/Fucking WIndows/Fucking WIndows.vbox"
